urls,标题,标签,简介,封面图片,标题分数,标签分数,封面图片分数,简介分数
https://www.bilibili.com/video/BV1Vh4y1U78f/,政变一年，第二共和，中亚最大国家现在怎么样？【中亚五国05丨哈萨克斯坦】,故事档案馆 苏联 托卡耶夫 哈萨克斯坦 中亚 纳扎尔巴耶夫 王骁 阿斯塔纳 阿拉木图 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/99445fa2508b83c082db29f79ffd21ae05b7736a.jpg,0.35630042933313805,0.26969665998264064,0.1875,
https://www.bilibili.com/video/BV1hj41197wT/,什么神秘国家，紧闭国门，又穷又富的？【中亚五国04丨土库曼斯坦】,故事档案馆 能源 尼亚佐夫 石油 土库曼斯坦 里海 中亚 王骁 中立国 阿什哈巴德 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i2.hdslb.com/bfs/archive/bba3b1b858bd7f63e127e06baf60c8a40a919734.jpg,0.3005524580213562,0.17828145388467143,-0.0625,
https://www.bilibili.com/video/BV1pz4y1v7qY/,水源危机、毒品走廊、恐怖主义，中亚中心的挑战【中亚五国02丨乌兹别克斯坦】,故事档案馆 历史 卡里莫夫 中吉乌铁路 吉尔吉斯斯坦 乌兹别克斯坦 铁路 王骁 中亚 咸海 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/175cd0981672853598d35a0ee0959613b329d755.jpg,0.2916722353168034,0.5415443207343177,-0.1875,
https://www.bilibili.com/video/BV1pz4y1v7qY/,水源危机、毒品走廊、恐怖主义，中亚中心的挑战【中亚五国02丨乌兹别克斯坦】,故事档案馆 历史 卡里莫夫 中吉乌铁路 吉尔吉斯斯坦 乌兹别克斯坦 铁路 王骁 中亚 咸海 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/175cd0981672853598d35a0ee0959613b329d755.jpg,0.2916722353168034,0.5415443207343177,-0.1875,
https://www.bilibili.com/video/BV1Vh4y1U78f/,政变一年，第二共和，中亚最大国家现在怎么样？【中亚五国05丨哈萨克斯坦】,故事档案馆 苏联 托卡耶夫 哈萨克斯坦 中亚 纳扎尔巴耶夫 王骁 阿斯塔纳 阿拉木图 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/99445fa2508b83c082db29f79ffd21ae05b7736a.jpg,0.35630042933313805,0.26969665998264064,0.1875,
https://www.bilibili.com/video/BV1sB4y1M7tk/,2005年，美国NGO推翻了这个中国邻国的民选政府,王骁 NGO 骁话一下 知识分享官 美国 历史 阿卡耶夫 吉尔吉斯斯坦 中亚 郁金香 ,突然加更，惊不惊喜，意不意外？下周六看世界·西亚·伊朗系列照常更新，点赞投币转发给志同道合的朋友，我们一起变得更强！,http://i1.hdslb.com/bfs/archive/738a632245e918d275f9b2ecfef3dcf19108917e.jpg,0.0,0.25233420143369617,-1.375,
https://www.bilibili.com/video/BV1J84y1w7RA/,美国火车侧翻，世界帝国的基建怎么这么差？| Overlap,故事档案馆 火车 美国 底浪 翻车 BT 王骁 小王 overlap ,美国俄亥俄州火车翻车，导致化学物品污染当地环境，严重损害老百姓的生活。美国交通曾经是美国的名片，但是今天中国铁路发展日新月异，美国基础设施却成了一个反面案例。为什么会这样，美国人如何看待国营铁路？这一集底浪Wave的Overlap，我和美国独立媒体BreakThrough News一起聊聊，铁路的私营和国营。,http://i2.hdslb.com/bfs/archive/921d5415db99c164411fda44e4e095a4e044be19.jpg,0.0,0.11914719328677732,-1.3125,0.11314916668371128
https://www.bilibili.com/video/BV1hj41197wT/,什么神秘国家，紧闭国门，又穷又富的？【中亚五国04丨土库曼斯坦】,故事档案馆 能源 尼亚佐夫 石油 土库曼斯坦 里海 中亚 王骁 中立国 阿什哈巴德 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i2.hdslb.com/bfs/archive/bba3b1b858bd7f63e127e06baf60c8a40a919734.jpg,0.3005524580213562,0.17828145388467143,-0.0625,0.1042893545216472
https://www.bilibili.com/video/BV1Vh4y1U78f/,政变一年，第二共和，中亚最大国家现在怎么样？【中亚五国05丨哈萨克斯坦】,故事档案馆 苏联 托卡耶夫 哈萨克斯坦 中亚 纳扎尔巴耶夫 王骁 阿斯塔纳 阿拉木图 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/99445fa2508b83c082db29f79ffd21ae05b7736a.jpg,0.35630042933313805,0.26969665998264064,0.1875,0.1042893545216472
https://www.bilibili.com/video/BV1Vh4y1U78f/,政变一年，第二共和，中亚最大国家现在怎么样？【中亚五国05丨哈萨克斯坦】,故事档案馆 苏联 托卡耶夫 哈萨克斯坦 中亚 纳扎尔巴耶夫 王骁 阿斯塔纳 阿拉木图 ,一键三连推荐给更多朋友！  中亚系列回顾： 【中亚五国 01】吉尔吉斯斯坦传送门: BV1Ro4y1A7DJ 【中亚五国 02】乌兹别克斯坦传送门: BV1pz4y1v7qY 【中亚五国 03】塔吉克斯坦传送门: BV1fu4y1U7oG 【中亚五国 04】土库曼斯坦传送门: BV1hj41197wT 【中亚五国 05】哈萨克斯坦传送门: BV1Vh4y1U78f,http://i0.hdslb.com/bfs/archive/99445fa2508b83c082db29f79ffd21ae05b7736a.jpg,0.35630042933313805,0.26969665998264064,0.1875,
