urls,标题,标签,简介,封面图片,标题分数,标签分数,封面图片分数,简介分数
https://www.bilibili.com/video/BV1XB4y1S7Xg/,【美帝霸权三头犬 02】美帝如何踩着英帝控制欧洲,欧洲 苏联 伊丽莎白 历史 伦敦 美国 英国 王骁 马岛战争 历史人文档案馆 历史人文档案馆2022第二季 ,一键三连，推荐给更多的朋友！一起变得更强！ 【美帝三头犬 01】日本篇传送门：BV1EB4y1S7TT,http://i2.hdslb.com/bfs/archive/38cc48ac899f705e0abf7303a933f61ebfd97d96.jpg,0.1963538799734189,0.2967008112257738,-0.625,
https://www.bilibili.com/video/BV1GD4y1r7Lg/,为什么美国的能源安全，大家就不安全？,故事档案馆 能源 欧洲 美国 天然气 页岩气 石油 沙特 油价 北溪二号 ,一键三连推荐给更多朋友！,http://i2.hdslb.com/bfs/archive/f8c2d304647a0a6691e01f6a741a0145941496f7.jpg,0.1908740661302035,0.050656087645095244,-0.5,
https://www.bilibili.com/video/BV1aq4y1d7Be/,为什么美国养的公知要忽悠美国？看“新铁三角”如何打造美式军国主义,知识分享官 历史 美国 地理 白宫 王骁 拜登 公知 智库 骁话一下 ,如果有收获，欢迎一键三连支持一下！ 计数太太：距离骁鸽回归倒计时84天。,http://i1.hdslb.com/bfs/archive/2e1188bb7f4ff65cde9df479af9090113b1712af.jpg,0.18576795947976335,0.1686568927747246,-1.4375,
https://www.bilibili.com/video/BV16G411x7Kq/,【美帝霸权三头犬 03 澳大利亚】什么契机，白捡一个好大儿？,日本 美国 澳大利亚 历史 二战 地理 王骁 印尼 马六甲 历史人文档案馆 历史人文档案馆2022第二季 ,一键三连，让更多的朋友看到，祝我们一起变得更强！,http://i1.hdslb.com/bfs/archive/9302e6a91ffb9c5a85503a56b60fe61e909d5cda.jpg,0.12735952979479354,0.46975676801152594,-0.6875,
https://www.bilibili.com/video/BV1rr4y1W75P/,制裁第三年，华为过得如何，下一步怎样破局？,美国 日本 华为 历史 年报 回形针计划 历史人文档案馆 ,今天华为发布年报，高压下第3年，却也成了利润最高的一年，值得注意的是，企业研发费冲上全球第二。当年，美国崛起的过程就是抢夺欧洲人才的过程，日本崛起时缺少国际吸引力，自创了一套稳定军心的人才政策，中国发展到今天这一步，再往前走，就是要挑战西方科技霸权的核心领域，现在就是要开诚布公的培养人才，争夺人才。,http://i2.hdslb.com/bfs/archive/a784da6805fc6c7e577c135de8250e0d24e5f99f.jpg,0.0,0.3006975149263551,-1.5,
https://www.bilibili.com/video/BV1EB4y1S7TT/,【美帝霸权三头犬 01】日本，东亚搅屎棍,历史 东京 美国 日本 天皇 自卫队 东北亚 东亚 美日安保条约 历史人文档案馆 历史人文档案馆2022第二季 ,一键三连，推荐给更多的朋友！,http://i1.hdslb.com/bfs/archive/9396f5c7e6d9c313ad62ec9ca105c44932d725b1.jpg,0.1707761131901165,0.29670081122577385,-0.875,
https://www.bilibili.com/video/BV1h54y157FM/,抗战为什么8年改14年？无名英雄在怎样的绝望中，死命攒出新中国的星星之火？,五月哔刷片·五月新片 电影 历史 东北 中国 抗日 王骁 抗日战争 悬崖之上 影娱哔哔官 ,希望大家可以帮我点亮大拇指小金币小星星，让更多的人看到这段历史。,http://i1.hdslb.com/bfs/archive/f3bddeaad3caee8149d64e1bb5428c26934ce94e.jpg,0.05992996822422368,0.10112251282501054,-0.875,0.10964258683453852
https://www.bilibili.com/video/BV1J84y1w7RA/,美国火车侧翻，世界帝国的基建怎么这么差？| Overlap,故事档案馆 火车 美国 底浪 翻车 BT 王骁 小王 overlap ,美国俄亥俄州火车翻车，导致化学物品污染当地环境，严重损害老百姓的生活。美国交通曾经是美国的名片，但是今天中国铁路发展日新月异，美国基础设施却成了一个反面案例。为什么会这样，美国人如何看待国营铁路？这一集底浪Wave的Overlap，我和美国独立媒体BreakThrough News一起聊聊，铁路的私营和国营。,http://i2.hdslb.com/bfs/archive/921d5415db99c164411fda44e4e095a4e044be19.jpg,0.06335481222196541,0.1130407841661348,-0.8125,0.06942148438249962
https://www.bilibili.com/video/BV15b4y1Z7r6/,【人文社科①】b站最全志愿填报专业选择指南！61专业100嘉宾！第1期：历史国际关系政治社会心理英文小语种中文 文科专业高考志愿填报,科普 人文 2021高考季 英语 伢伢 历史 大学 毕业季 王骁 lks ,本期专业：历史、政治（含国际关系）、社会、心理、英文、小语种、中文 感谢各位嘉宾：小王Albert（王骁待产中）、小徐、多罗西123、-LKs-、伢伢gagako、溪子心理、是毛布斯呀、James、二锐、小蝶今天吃饱了、魏春露 下期预告：新闻传播、广告、法律、侦查、哲学、马克思主义、教育,http://i2.hdslb.com/bfs/archive/ecfd5bcf5eaaa57e8ea97f7be92b15b5f5cf96eb.jpg,0.0,0.10658510262542636,-0.0625,0.06573486946260464
https://www.bilibili.com/video/BV17u411X7Js/,美国神偷：混子想卖地皮，竟混成外国首相，美国如何偷走萨摩亚？,故事档案馆 地理 美国 历史 人物 美国内战 夏威夷 美属萨摩亚 萨摩亚 打卡挑战 ,美国，一个从英国出来的昂撒民族，从北美洲的几个殖民据点，一步步发展成领土面积世界第四，人口世界第三的超级大国，它的土地没有一寸是靠继承祖先。我想通过一个个节目，告诉大家，美国是怎么样变得这么大的。这个系列的名字，我们就叫《美国神偷》，欢迎来到新系列第一集，美属萨摩亚。,http://i2.hdslb.com/bfs/archive/01adcdb3969f79e69742a212fe2e413be9cb2baa.jpg,0.10657035539480768,0.10658510262542638,0.0,
